campaign_name,ad_set_name,Amount_Spent,Results,Impressions,Link_Clicks,Cost_per_Results,CPM,CPC,Link_Clicks_to_Results_Ratio
ldn|02.04|mid|rtg|quote|all-warm,ldn|all|18-45|rtg|igfollowers&engagers|ig|all,231.34,22.0,26610,156.0,10.515454545454546,8.693724163848177,1.482948717948718,709.0909090909091
