campaign_name,ad_set_name,Amount_Spent,Results,Impressions,Link_Clicks,Cost_per_Results,CPM,CPC,Link_Clicks_to_Results_Ratio
ldn|02.04|mid|rtg|quote|all-warm,ldn|all|18-45|rtg|igfollowers&engagers|ig|all,228.49,22.0,23789,145.0,10.385909090909092,9.604859388793141,1.575793103448276,659.0909090909091
