"Campaign name","Ad set name","Ad name",Gender,Age,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result Type",Results,"Amount spent (GBP)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Reporting starts","Reporting ends"
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,male,18-24,active,ad,73,102,1.39726027,"7-day click or 1-day view",,,0.53,,2024-05-09,2025-04-30,2,0.265,5.19607843,4.90196078,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,18-24,not_delivering,ad,60,98,1.63333333,"7-day click or 1-day view",,,0.40996004,,2025-03-02,Ongoing,,,4.18326574,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,male,25-34,inactive,ad,82,97,1.18292683,"7-day click or 1-day view",,,0.52,,2025-03-02,Ongoing,,,5.36082474,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,male,25-34,inactive,ad,83,94,1.13253012,"7-day click or 1-day view",,,0.76,,2024-05-09,2025-04-30,,,8.08510638,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,25-34,inactive,ad,84,91,1.08333333,"7-day click or 1-day view",,,0.55,,2024-05-09,2025-04-30,,,6.04395604,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,35-44,inactive,ad,75,90,1.2,"7-day click or 1-day view",,,0.85,,2024-05-09,2025-04-30,1,0.85,9.44444444,1.11111111,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,unknown,35-44,inactive,ad,61,88,1.44262295,"7-day click or 1-day view",,,0.61,,2025-03-02,Ongoing,,,6.93181818,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",UGC|IFD-STOR-RL|VID|Clip1,unknown,35-44,inactive,ad,59,82,1.38983051,"7-day click or 1-day view",,,1.28,,2025-03-02,Ongoing,1,1.28,15.6097561,1.2195122,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,male,35-44,inactive,ad,67,79,1.17910448,"7-day click or 1-day view",,,0.54,,2025-03-02,Ongoing,,,6.83544304,1.26582278,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,female,18-24,inactive,ad,64,74,1.15625,"7-day click or 1-day view",,,0.41,,2024-05-09,2025-04-30,,,5.54054054,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,25-34,active,ad,59,74,1.25423729,"7-day click or 1-day view",,,0.44,,2024-05-09,2025-04-30,,,5.94594595,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,male,45-54,active,ad,36,73,2.02777778,"7-day click or 1-day view",,,0.8600247,,2024-05-09,2025-04-30,1,0.8600247,11.78116021,1.36986301,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,female,45-54,inactive,ad,59,63,1.06779661,"7-day click or 1-day view",,,0.93,,2024-05-09,2025-04-30,,,14.76190476,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,male,35-44,inactive,ad,52,58,1.11538462,"7-day click or 1-day view",,,0.43,,2025-03-02,Ongoing,,,7.4137931,5.17241379,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,unknown,18-24,inactive,ad,34,54,1.58823529,"7-day click or 1-day view",,,0.21,,2025-03-02,Ongoing,,,3.88888889,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,unknown,25-34,active,ad,36,54,1.5,"7-day click or 1-day view",,,0.52011829,,2024-05-09,2025-04-30,,,9.63182017,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,male,35-44,inactive,ad,45,51,1.13333333,"7-day click or 1-day view",,,0.49,,2024-05-09,2025-04-30,1,0.49,9.60784314,1.96078431,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,25-34,inactive,ad,40,48,1.2,"7-day click or 1-day view",,,0.34,,2024-05-09,2025-04-30,1,0.34,7.08333333,4.16666667,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,male,25-34,inactive,ad,43,44,1.02325581,"7-day click or 1-day view",,,0.31,,2025-03-02,Ongoing,1,0.31,7.04545455,2.27272727,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,female,45-54,inactive,ad,37,43,1.16216216,"7-day click or 1-day view",,,0.56,,2025-03-02,Ongoing,,,13.02325581,2.3255814,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,female,45-54,active,ad,31,41,1.32258065,"7-day click or 1-day view",,,0.62,,2024-05-09,2025-04-30,,,15.12195122,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",UGC|IFD-STOR-RL|VID|Clip1,unknown,18-24,inactive,ad,25,40,1.6,"7-day click or 1-day view",,,0.29,,2025-03-02,Ongoing,,,7.25,7.5,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,unknown,25-34,inactive,ad,34,38,1.11764706,"7-day click or 1-day view",,,0.27,,2025-03-02,Ongoing,,,7.10526316,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,35-44,inactive,ad,33,38,1.15151515,"7-day click or 1-day view",,,0.59,,2024-05-09,2025-04-30,,,15.52631579,2.63157895,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,unknown,45-54,active,ad,16,36,2.25,"7-day click or 1-day view",,,0.3100089,,2024-05-09,2025-04-30,,,8.61135839,2.77777778,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,18-24,active,ad,22,33,1.5,"7-day click or 1-day view",,,0.09,,2024-05-09,2025-04-30,,,2.72727273,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|VID|introvideo,female,35-44,inactive,ad,23,25,1.08695652,"7-day click or 1-day view",,,0.27,,2025-03-02,Ongoing,,,10.8,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,male,18-24,active,ad,17,23,1.35294118,"7-day click or 1-day view",,,0.2000455,,2024-05-09,2025-04-30,,,8.69763026,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,35-44,active,ad,22,22,1,"7-day click or 1-day view",,,0.25,,2024-05-09,2025-04-30,,,11.36363636,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,male,18-24,inactive,ad,20,21,1.05,"7-day click or 1-day view",,,0.11,,2025-03-02,Ongoing,,,5.23809524,4.76190476,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,female,18-24,inactive,ad,17,19,1.11764706,"7-day click or 1-day view",,,0.1,,2025-03-02,Ongoing,,,5.26315789,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,male,18-24,inactive,ad,16,19,1.1875,"7-day click or 1-day view",,,0.09,,2024-05-09,2025-04-30,,,4.73684211,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,unknown,35-44,inactive,ad,16,18,1.125,"7-day click or 1-day view",,,0.19,,2025-03-02,Ongoing,,,10.55555556,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,unknown,18-24,active,ad,5,17,3.4,"7-day click or 1-day view",,,0.17003867,,2024-05-09,2025-04-30,1,0.17003867,10.0022748,5.88235294,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",UGC|IFD-STOR-RL|VID|Clip1,male,45-54,inactive,ad,14,17,1.21428571,"7-day click or 1-day view",,,0.4,,2025-03-02,Ongoing,,,23.52941176,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,male,25-34,inactive,ad,14,16,1.14285714,"7-day click or 1-day view",,,0.16,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,unknown,25-34,inactive,ad,14,16,1.14285714,"7-day click or 1-day view",,,0.05,,2024-05-09,2025-04-30,,,3.125,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,45-54,not_delivering,ad,10,14,1.4,"7-day click or 1-day view",,,0.14998538,,2025-03-02,Ongoing,,,10.71324154,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,male,18-24,inactive,ad,12,14,1.16666667,"7-day click or 1-day view",,,0.1,,2025-03-02,Ongoing,,,7.14285714,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,unknown,35-44,inactive,ad,12,14,1.16666667,"7-day click or 1-day view",,,0.16,,2024-05-09,2025-04-30,,,11.42857143,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,female,45-54,inactive,ad,13,14,1.07692308,"7-day click or 1-day view",,,0.17,,2024-05-09,2025-04-30,,,12.14285714,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,male,35-44,inactive,ad,14,14,1,"7-day click or 1-day view",,,0.17,,2025-03-02,Ongoing,,,12.14285714,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|VID|introvideo,female,25-34,inactive,ad,13,13,1,"7-day click or 1-day view",,,0.09,,2025-03-02,Ongoing,,,6.92307692,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,18-24,inactive,ad,12,13,1.08333333,"7-day click or 1-day view",,,0.03,,2024-05-09,2025-04-30,,,2.30769231,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,male,45-54,not_delivering,ad,6,10,1.66666667,"7-day click or 1-day view",,,0.09,,2025-03-02,Ongoing,,,9,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,45-54,not_delivering,ad,6,10,1.66666667,"7-day click or 1-day view",,,0.06999318,,2025-03-02,Ongoing,,,6.99931781,10,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,female,45-54,inactive,ad,9,10,1.11111111,"7-day click or 1-day view",,,0.15,,2025-03-02,Ongoing,1,0.15,15,10,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,male,45-54,active,ad,6,10,1.66666667,"7-day click or 1-day view",,,0.07,,2024-05-09,2025-04-30,,,7,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,unknown,18-24,inactive,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.04,,2024-05-09,2025-04-30,,,5,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,unknown,18-24,inactive,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.04,,2025-03-02,Ongoing,,,5,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,male,45-54,active,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.09002047,,2024-05-09,2025-04-30,,,11.25255914,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,18-24,inactive,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.16,,2024-05-09,2025-04-30,,,20,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,45-54,not_delivering,ad,7,7,1,"7-day click or 1-day view",,,0.07,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,45-54,inactive,ad,2,5,2.5,"7-day click or 1-day view",,,0.11,,2024-05-09,2025-04-30,,,22,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,male,45-54,inactive,ad,4,5,1.25,"7-day click or 1-day view",,,0.05,,2024-05-09,2025-04-30,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,male,45-54,inactive,ad,3,5,1.66666667,"7-day click or 1-day view",,,0.05,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",PLUM||IFD-STOR-RL|IMG|sitting,unknown,45-54,inactive,ad,3,4,1.33333333,"7-day click or 1-day view",,,0.01,,2025-03-02,Ongoing,,,2.5,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,unknown,45-54,active,ad,2,4,2,"7-day click or 1-day view",,,0.0400091,,2024-05-09,2025-04-30,,,10.0022748,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|VID|introvideo,female,45-54,inactive,ad,3,3,1,"7-day click or 1-day view",,,0.05,,2025-03-02,Ongoing,,,16.66666667,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,45-54,inactive,ad,3,3,1,"7-day click or 1-day view",,,0.03,,2024-05-09,2025-04-30,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|greentextonly,male,45-54,inactive,ad,2,3,1.5,"7-day click or 1-day view",,,0.01,,2025-03-02,Ongoing,,,3.33333333,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,unknown,25-34,inactive,ad,2,3,1.5,"7-day click or 1-day view",,,0.03,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,unknown,35-44,inactive,ad,3,3,1,"7-day click or 1-day view",,,0.03,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM",LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,45-54,active,ad,1,2,2,"7-day click or 1-day view",,,0.02,,2024-05-09,2025-04-30,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|VID|introvideo,male,35-44,inactive,ad,2,2,1,"7-day click or 1-day view",,,0.01,,2025-03-02,Ongoing,,,5,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|VID|introvideo,male,25-34,inactive,ad,2,2,1,"7-day click or 1-day view",,,0.02,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,male,18-24,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-03-02,Ongoing,,,0,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,unknown,18-24,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-03-02,Ongoing,,,0,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|IMG|cta_purple_bulb,male,45-54,inactive,ad,1,1,1,"7-day click or 1-day view",,,0,,2025-03-02,Ongoing,,,0,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",UGC|IFD-STOR-RL|VID|Clip1,unknown,45-54,inactive,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2025-03-02,Ongoing,,,10,0,2025-03-01,2025-03-31
"LDN|02.04|MID|RTG|QUOTE|ALL - WARM","LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY",GEN|IFD-STOR-RL|VID|introvideo,male,45-54,inactive,ad,1,1,1,"7-day click or 1-day view",,,0.02,,2025-03-02,Ongoing,,,20,0,2025-03-01,2025-03-31
