Campaign name,Ad set name,Ad name,Gender,Age,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,unknown,35-44,active,ad,5,5,1,7-day click or 1-day view,,,0.1,,09/05/2024,30/04/2025,,,20,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,male,45-54,inactive,ad,4,5,1.25,7-day click or 1-day view,,,0.06,,09/05/2024,30/04/2025,,,12,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,male,45-54,inactive,ad,3,4,1.33333333,7-day click or 1-day view,,,0.04994012,,09/05/2024,30/04/2025,,,12.48502994,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,unknown,45-54,active,ad,4,4,1,7-day click or 1-day view,,,0.01,,09/05/2024,30/04/2025,,,2.5,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,unknown,18-24,active,ad,2,4,2,7-day click or 1-day view,,,0.03,,09/05/2024,30/04/2025,,,7.5,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,unknown,45-54,inactive,ad,0,3,0,7-day click or 1-day view,,,0.0199975,,09/05/2024,30/04/2025,,,6.66583339,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,unknown,45-54,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,09/05/2024,30/04/2025,,,5,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,male,45-54,active,ad,2,2,1,7-day click or 1-day view,,,0.05,,09/05/2024,30/04/2025,,,25,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,unknown,45-54,inactive,ad,2,2,1,7-day click or 1-day view,,,0.00999458,,09/05/2024,30/04/2025,,,4.99728834,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,male,18-24,active,ad,2,2,1,7-day click or 1-day view,,,0.03,,09/05/2024,30/04/2025,,,15,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,unknown,45-54,inactive,ad,2,2,1,7-day click or 1-day view,,,0.00999429,,09/05/2024,30/04/2025,,,4.99714734,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,unknown,45-54,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,09/05/2024,30/04/2025,,,10,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,unknown,45-54,inactive,ad,1,1,1,7-day click or 1-day view,,,0.00998802,,09/05/2024,30/04/2025,,,9.98802395,0,01/02/2025,28/02/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,unknown,Unknown,inactive,ad,0,0,0,7-day click or 1-day view,,,0,,09/05/2024,30/04/2025,,,,,01/02/2025,28/02/2025
