Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Reporting starts,Reporting ends
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,35-44,male,inactive,ad,464,1446,3.11637931,7-day click or 1-day view,quoteReceived,1,15.31,15.31,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,65+,female,inactive,ad,200,834,4.17,7-day click or 1-day view,quoteReceived,1,15.22,15.22,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,25-34,male,inactive,ad,1008,2313,2.29464286,7-day click or 1-day view,quoteReceived,1,15.12,15.12,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,55-64,female,not_delivering,ad,436,555,1.27293578,7-day click or 1-day view,,,15.01,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,18-24,female,inactive,ad,976,2023,2.0727459,7-day click or 1-day view,,,14.79,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,male,inactive,ad,694,1324,1.90778098,7-day click or 1-day view,quoteReceived,1,14.64,14.64,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|green_cta_tap,25-34,female,inactive,ad,961,1558,1.62122789,7-day click or 1-day view,quoteReceived,2,14.56,7.28,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,65+,female,not_delivering,ad,1168,1860,1.59246575,7-day click or 1-day view,quoteReceived,3,14.52,4.84,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,35-44,unknown,not_delivering,ad,704,2662,3.78125,7-day click or 1-day view,Link clicks,33,14.42,0.44,2024-12-17,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|purple_sink,25-34,unknown,not_delivering,ad,1512,2088,1.38095238,7-day click or 1-day view,,,14.42,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,55-64,male,not_delivering,ad,912,1693,1.85635965,7-day click or 1-day view,Link clicks,29,14.12,0.49,2024-12-17,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|purple_sink,25-34,male,not_delivering,ad,1144,1606,1.40384615,7-day click or 1-day view,,,13.81,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,male,inactive,ad,716,829,1.15782123,7-day click or 1-day view,quoteReceived,1,13.76,13.76,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,male,not_delivering,ad,626,842,1.34504792,7-day click or 1-day view,quoteReceived,2,13.67,6.83,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,male,inactive,ad,460,932,2.02608696,7-day click or 1-day view,quoteReceived,1,13.62,13.62,2024-05-09,2025-04-30,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,18-24,female,not_delivering,ad,2339,3743,1.60025652,7-day click or 1-day view,actions:visit_instagram_profile,70,13.62,0.19,2024-02-09,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,male,not_delivering,ad,448,649,1.44866071,7-day click or 1-day view,quoteReceived,4,13.44,3.36,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,35-44,female,not_delivering,ad,1154,1294,1.12131716,7-day click or 1-day view,quoteReceived,1,13.42,13.42,2024-05-09,2024-06-16,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|Christmas,35-44,female,not_delivering,ad,600,837,1.395,7-day click or 1-day view,quoteReceived,1,13.19,13.19,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,55-64,female,inactive,ad,968,1114,1.15082645,7-day click or 1-day view,quoteReceived,1,13.03,13.03,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,25-34,male,inactive,ad,776,1646,2.12113402,7-day click or 1-day view,,,12.87,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,male,inactive,ad,832,1145,1.37620192,7-day click or 1-day view,,,12.85,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,45-54,female,not_delivering,ad,1376,1845,1.34084302,7-day click or 1-day view,actions:visit_instagram_profile,109,12.71,0.12,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|Christmas,25-34,female,not_delivering,ad,1089,1297,1.19100092,7-day click or 1-day view,quoteReceived,3,12.70,4.23,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|purple_sink,35-44,unknown,not_delivering,ad,912,1536,1.68421053,7-day click or 1-day view,quoteReceived,1,12.69,12.69,2024-05-09,2024-12-22,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,25-34,female,not_delivering,ad,1617,1883,1.16450216,7-day click or 1-day view,,,12.68,,2024-03-19,Ongoing,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,35-44,female,not_delivering,ad,2339,2840,1.2141941,7-day click or 1-day view,actions:visit_instagram_profile,68,12.68,0.19,2024-02-09,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,female,inactive,ad,964,2043,2.11929461,7-day click or 1-day view,,,12.60,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|green_bulb,35-44,unknown,not_delivering,ad,328,984,3,7-day click or 1-day view,quoteReceived,2,12.60,6.30,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,25-34,female,not_delivering,ad,1195,1377,1.15230126,7-day click or 1-day view,,,12.47,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,35-44,unknown,inactive,ad,416,1488,3.57692308,7-day click or 1-day view,,,12.34,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,18-24,female,inactive,ad,1484,1738,1.17115903,7-day click or 1-day view,,,12.34,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,45-54,male,inactive,ad,448,784,1.75,7-day click or 1-day view,quoteReceived,1,12.26,12.26,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,female,inactive,ad,272,507,1.86397059,7-day click or 1-day view,quoteReceived,1,12.25,12.25,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,45-54,male,inactive,ad,440,654,1.48636364,7-day click or 1-day view,Meta leads,4,12.16,3.04,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|green_cta_tap,35-44,female,inactive,ad,603,1019,1.68988391,7-day click or 1-day view,quoteReceived,1,12.06,12.06,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,25-34,male,inactive,ad,568,1239,2.18133803,7-day click or 1-day view,,,11.90,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,45-54,unknown,not_delivering,ad,608,1598,2.62828947,7-day click or 1-day view,Link clicks,23,11.85,0.52,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,35-44,male,inactive,ad,452,1217,2.69247788,7-day click or 1-day view,quoteReceived,1,11.68,11.68,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|green_bulb,35-44,female,not_delivering,ad,1177,1391,1.18181818,7-day click or 1-day view,,,11.59,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd2,35-44,female,not_delivering,ad,2452,3048,1.24306688,7-day click or 1-day view,actions:visit_instagram_profile,89,11.50,0.13,2024-02-09,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,35-44,female,not_delivering,ad,1288,1465,1.13742236,7-day click or 1-day view,,,11.46,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,25-34,unknown,inactive,ad,336,1144,3.4047619,7-day click or 1-day view,quoteReceived,1,11.46,11.46,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,65+,female,inactive,ad,192,781,4.06770833,7-day click or 1-day view,quoteReceived,1,11.33,11.33,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,unknown,inactive,ad,752,1346,1.78989362,7-day click or 1-day view,Meta leads,6,11.29,1.88,2024-07-01,2024-12-22,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,35-44,female,not_delivering,ad,1080,1212,1.12222222,7-day click or 1-day view,,,11.25,,2023-04-13,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|green_bulb,45-54,male,not_delivering,ad,424,1085,2.55896226,7-day click or 1-day view,quoteReceived,1,11.21,11.21,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,35-44,male,not_delivering,ad,1024,1242,1.21289062,7-day click or 1-day view,Link clicks,124,11.13,0.09,2024-11-07,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.10 | Dulwich Village,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,female,not_delivering,ad,1082,1636,1.51201479,7-day click or 1-day view,quoteReceived,2,11.07,5.54,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|Christmas,25-34,female,not_delivering,ad,792,1102,1.39141414,7-day click or 1-day view,quoteReceived,1,11.07,11.07,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,65+,male,not_delivering,ad,928,1702,1.83405172,7-day click or 1-day view,Link clicks,25,11.03,0.44,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,45-54,female,inactive,ad,440,817,1.85681818,7-day click or 1-day view,quoteReceived,2,11.03,5.51,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,unknown,not_delivering,ad,1192,2043,1.71392617,7-day click or 1-day view,actions:visit_instagram_profile,117,10.98,0.09,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,18-24,female,inactive,ad,460,1337,2.90652174,7-day click or 1-day view,,,10.91,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,25-34,female,not_delivering,ad,1290,1492,1.15658915,7-day click or 1-day view,,,10.83,,2023-04-13,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,18-24,female,not_delivering,ad,1893,2226,1.17591125,7-day click or 1-day view,actions:visit_instagram_profile,86,10.81,0.13,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,65+,female,inactive,ad,320,510,1.59375,7-day click or 1-day view,,,10.77,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,55-64,female,inactive,ad,476,649,1.36344538,7-day click or 1-day view,quoteReceived,1,10.59,10.59,2024-05-09,2025-04-30,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,25-34,female,not_delivering,ad,1212,1404,1.15841584,7-day click or 1-day view,,,10.53,,2024-03-19,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,male,not_delivering,ad,580,777,1.33965517,7-day click or 1-day view,quoteReceived,1,10.52,10.52,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,55-64,unknown,not_delivering,ad,336,1163,3.46130952,7-day click or 1-day view,Link clicks,15,10.52,0.70,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,35-44,unknown,inactive,ad,272,766,2.81617647,7-day click or 1-day view,quoteReceived,1,10.49,10.49,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,35-44,unknown,active,ad,416,901,2.16586538,7-day click or 1-day view,quoteReceived,3,10.42,3.47,2024-05-09,2025-04-30,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,female,not_delivering,ad,1534,1743,1.13624511,7-day click or 1-day view,quoteReceived,3,10.26,3.42,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,55-64,female,inactive,ad,636,1067,1.67767296,7-day click or 1-day view,,,10.19,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,35-44,unknown,inactive,ad,160,726,4.5375,7-day click or 1-day view,quoteReceived,1,10.15,10.15,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_FB,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_Landing Page Change(How it works),25-34,female,not_delivering,ad,2278,2708,1.18876207,7-day click or 1-day view,actions:visit_instagram_profile,70,10.09,0.14,2024-02-09,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-GAS|IFD-STOR-RL|IMG|Christmas,35-44,female,not_delivering,ad,505,678,1.34257426,7-day click or 1-day view,quoteReceived,1,10.08,10.08,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,female,not_delivering,ad,621,1265,2.03703704,7-day click or 1-day view,quoteReceived,1,10.04,10.04,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,female,not_delivering,ad,1033,1568,1.517909,7-day click or 1-day view,quoteReceived,1,9.98,9.98,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|purple_cta_sink,55-64,female,not_delivering,ad,358,644,1.79888268,7-day click or 1-day view,,,9.98,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|09.01|MID|RTG|LEADS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,25-34,female,not_delivering,ad,513,754,1.46978558,7-day click or 1-day view,Meta leads,1,9.98,9.98,2025-01-09,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,female,not_delivering,ad,969,1365,1.40866873,7-day click or 1-day view,,,9.89,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,35-44,female,not_delivering,ad,968,1060,1.09504132,7-day click or 1-day view,Link clicks,95,9.87,0.10,2024-11-07,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,female,not_delivering,ad,1487,1624,1.09213181,7-day click or 1-day view,,,9.83,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,45-54,female,active,ad,344,630,1.83139535,7-day click or 1-day view,,,9.60,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,18-24,female,inactive,ad,1296,1604,1.23765432,7-day click or 1-day view,quoteReceived,1,9.58,9.58,2024-05-09,2024-10-31,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,35-44,female,not_delivering,ad,1151,1299,1.12858384,7-day click or 1-day view,,,9.57,,2024-03-19,Ongoing,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,45-54,female,not_delivering,ad,922,1016,1.10195228,7-day click or 1-day view,quoteReceived,1,9.55,9.55,2023-11-23,Ongoing,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,35-44,female,not_delivering,ad,940,1063,1.13085106,7-day click or 1-day view,,,9.53,,2024-03-19,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,65+,female,inactive,ad,272,545,2.00367647,7-day click or 1-day view,quoteReceived,1,9.50,9.50,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,18-24,female,inactive,ad,672,1270,1.88988095,7-day click or 1-day view,,,9.43,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
