campaign_name,Amount_Spent,Results,Impressions,Link_Clicks,Cost_per_Results,CPM,CPC,Link_Clicks_to_Results_Ratio,%_vs_benchmark_Cost_per_Results,%_vs_benchmark_CPM,%_vs_benchmark_CPC,%_vs_benchmark_Link_Clicks_to_Results_Ratio
ldn|02.04|mid|rtg|quote|all-warm,354.79,13.0,40648,191.0,27.29153846153846,8.728350718362528,1.857539267015707,1469.230769230769,54.09968115455614,-35.14843931235055,-13.083265329093615,62.74206041828039
