,age,gender,delivery_status,reach,impressions,frequency,result_type,results,amount_spent_(gbp),starts,ends,campaign_location,campaign_date,campaign_funnel,campaign_goal,campaign_tactic,campaign_description,adset_location,adset_age,adset_audiencesegment,adset_audiencedetail,adset_platform,adset_placement,ad_service,ad_assettype,ad_description
186,3,0,2,1647,2158,1.31026108,4,2.0,16.43,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.034526854219948847
187,1,2,1,672,2588,3.85119048,3,0.0,16.1,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
188,2,1,1,768,1924,2.50520833,4,4.0,16.05,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
189,3,1,2,1584,3082,1.94570707,1,36.0,16.02,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
190,2,1,1,1192,2452,2.05704698,3,0.0,15.75,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
191,0,0,0,1400,3148,2.24857143,4,3.0,15.74,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.015345268542199489
192,0,1,1,2339,3097,1.32407012,0,167.0,15.7,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
193,4,0,2,920,1195,1.29891304,4,1.0,15.64,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
194,1,1,1,2067,2543,1.23028544,0,143.0,15.55,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
195,5,0,2,340,1142,3.35882353,3,0.0,15.31,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
196,2,1,1,464,1446,3.11637931,4,1.0,15.31,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
197,5,0,1,200,834,4.17,4,1.0,15.22,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
198,1,1,1,1008,2313,2.29464286,4,1.0,15.12,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
199,4,0,2,436,555,1.27293578,3,0.0,15.01,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
200,0,0,1,976,2023,2.0727459,3,0.0,14.79,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
201,1,1,1,694,1324,1.90778098,4,1.0,14.64,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
202,1,0,1,961,1558,1.62122789,4,2.0,14.56,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
203,5,0,2,1168,1860,1.59246575,4,3.0,14.52,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
204,2,2,2,704,2662,3.78125,1,33.0,14.42,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
205,1,2,2,1512,2088,1.38095238,3,0.0,14.42,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
206,4,1,2,912,1693,1.85635965,1,29.0,14.12,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
207,1,1,2,1144,1606,1.40384615,3,0.0,13.81,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
208,3,1,1,716,829,1.15782123,4,1.0,13.76,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
209,2,1,2,626,842,1.34504792,4,2.0,13.67,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
210,2,1,1,460,932,2.02608696,4,1.0,13.62,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
212,4,1,2,448,649,1.44866071,4,4.0,13.44,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
213,2,0,2,1154,1294,1.12131716,4,1.0,13.42,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.06010230179028133
214,2,0,2,600,837,1.395,4,1.0,13.19,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
215,4,0,1,968,1114,1.15082645,4,1.0,13.03,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.034526854219948847
216,1,1,1,776,1646,2.12113402,3,0.0,12.87,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
217,1,1,1,832,1145,1.37620192,3,0.0,12.85,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
218,3,0,2,1376,1845,1.34084302,0,109.0,12.71,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,1,0.07289002557544758
219,1,0,2,1089,1297,1.19100092,4,3.0,12.7,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.049872122762148335
220,2,2,2,912,1536,1.68421053,4,1.0,12.69,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
223,0,0,1,964,2043,2.11929461,3,0.0,12.6,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
224,2,2,2,328,984,3.0,4,2.0,12.6,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
225,1,0,2,1195,1377,1.15230126,3,0.0,12.47,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.06010230179028133
226,2,2,1,416,1488,3.57692308,3,0.0,12.34,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
227,0,0,1,1484,1738,1.17115903,3,0.0,12.34,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
228,3,1,1,448,784,1.75,4,1.0,12.26,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
229,4,0,1,272,507,1.86397059,4,1.0,12.25,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
230,3,1,1,440,654,1.48636364,2,4.0,12.16,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
231,2,0,1,603,1019,1.68988391,4,1.0,12.06,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
232,1,1,1,568,1239,2.18133803,3,0.0,11.9,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
233,3,2,2,608,1598,2.62828947,1,23.0,11.85,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
234,2,1,1,452,1217,2.69247788,4,1.0,11.68,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
235,2,0,2,1177,1391,1.18181818,3,0.0,11.59,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
237,2,0,2,1288,1465,1.13742236,3,0.0,11.46,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
238,1,2,1,336,1144,3.4047619,4,1.0,11.46,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
239,5,0,1,192,781,4.06770833,4,1.0,11.33,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
240,1,2,1,752,1346,1.78989362,2,6.0,11.29,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
242,3,1,2,424,1085,2.55896226,4,1.0,11.21,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
243,2,1,2,1024,1242,1.21289062,1,124.0,11.13,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
245,1,0,2,792,1102,1.39141414,4,1.0,11.07,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
246,5,1,2,928,1702,1.83405172,1,25.0,11.03,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
247,3,0,1,440,817,1.85681818,4,2.0,11.03,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
248,1,2,2,1192,2043,1.71392617,0,117.0,10.98,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.44181585677749363,1,0.07289002557544758
249,0,0,1,460,1337,2.90652174,3,0.0,10.91,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
251,0,0,2,1893,2226,1.17591125,0,86.0,10.81,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
252,5,0,1,320,510,1.59375,3,0.0,10.77,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
253,4,0,1,476,649,1.36344538,4,1.0,10.59,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
255,1,1,2,580,777,1.33965517,4,1.0,10.52,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
256,4,2,2,336,1163,3.46130952,1,15.0,10.52,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
257,2,2,1,272,766,2.81617647,4,1.0,10.49,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
258,2,2,0,416,901,2.16586538,4,3.0,10.42,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.015345268542199489
260,4,0,1,636,1067,1.67767296,3,0.0,10.19,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
261,2,2,1,160,726,4.5375,4,1.0,10.15,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
263,2,0,2,505,678,1.34257426,4,1.0,10.08,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.049872122762148335
266,4,0,2,358,644,1.79888268,3,0.0,9.98,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
267,1,0,2,513,754,1.46978558,2,1.0,9.98,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
269,2,0,2,968,1060,1.09504132,1,95.0,9.87,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
271,3,0,0,344,630,1.83139535,3,0.0,9.6,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
272,0,0,1,1296,1604,1.23765432,4,1.0,9.58,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.034526854219948847
276,5,0,1,272,545,2.00367647,4,1.0,9.5,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
277,0,0,1,672,1270,1.88988095,3,0.0,9.43,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
278,0,0,2,800,1427,1.78375,4,1.0,9.43,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
279,1,0,2,971,1112,1.14521112,4,1.0,9.39,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
280,2,1,2,656,918,1.39939024,4,1.0,9.38,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
281,2,1,2,1128,1437,1.27393617,0,74.0,9.36,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.44181585677749363,1,0.07289002557544758
283,3,1,1,280,576,2.05714286,3,0.0,9.34,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
284,4,0,1,468,580,1.23931624,4,1.0,9.33,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
285,2,1,2,454,856,1.88546256,4,2.0,9.32,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
286,1,1,1,684,1105,1.61549708,4,1.0,9.3,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
288,5,2,2,240,939,3.9125,1,17.0,9.23,4,5,0,5,0,3,0,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
289,1,1,2,612,1077,1.75980392,4,3.0,9.2,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
291,2,0,2,352,468,1.32954545,4,1.0,9.01,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
292,1,1,1,344,772,2.24418605,4,2.0,8.99,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
294,1,2,2,1192,1397,1.17197987,1,102.0,8.92,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
295,2,1,1,324,744,2.2962963,4,1.0,8.91,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
297,0,2,2,1400,1977,1.41214286,0,101.0,8.84,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.44181585677749363,1,0.07289002557544758
298,1,2,2,388,1010,2.60309278,3,0.0,8.84,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
299,1,0,2,1002,1169,1.16666667,3,0.0,8.78,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
300,0,0,1,868,1510,1.73963134,3,0.0,8.75,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
302,1,1,0,708,1209,1.70762712,4,1.0,8.73,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
303,1,0,1,1377,1681,1.22076979,3,0.0,8.71,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.021739130434782608
304,3,2,1,344,471,1.36918605,2,4.0,8.64,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
305,2,0,1,673,826,1.22734027,3,0.0,8.61,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.44181585677749363,0,0.058823529411764705
306,2,2,1,320,732,2.2875,2,7.0,8.6,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
307,1,2,0,624,1296,2.07692308,3,0.0,8.59,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.015345268542199489
309,0,1,2,624,728,1.16666667,3,0.0,8.57,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
310,4,0,1,372,381,1.02419355,3,0.0,8.41,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.44181585677749363,1,0.0038363171355498722
312,2,0,2,631,721,1.14263074,4,1.0,8.35,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
314,0,0,2,548,1144,2.08759124,4,2.0,8.28,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
315,2,0,1,1203,1485,1.23441397,3,0.0,8.28,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.021739130434782608
316,2,2,1,380,701,1.84473684,3,0.0,8.27,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
317,1,0,2,979,1132,1.15628192,3,0.0,8.25,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
318,3,0,1,246,462,1.87804878,4,1.0,8.21,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
321,2,0,2,596,696,1.16778523,3,0.0,8.12,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.049872122762148335
322,1,1,2,928,981,1.05711207,4,1.0,8.12,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
323,1,0,2,553,762,1.37793852,3,0.0,8.11,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.049872122762148335
324,5,0,2,193,273,1.41450777,2,1.0,8.11,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
325,2,0,2,827,977,1.18137848,3,0.0,8.08,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
327,2,2,2,512,1286,2.51171875,0,85.0,7.94,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,1,0.07289002557544758
328,4,0,2,363,426,1.17355372,2,3.0,7.86,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
331,1,1,0,666,921,1.38288288,3,0.0,7.63,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
332,2,1,1,464,807,1.73922414,3,0.0,7.49,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
334,2,1,2,880,1046,1.18863636,0,54.0,7.45,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
336,2,1,0,412,837,2.0315534,4,1.0,7.45,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
337,3,0,2,493,545,1.10547667,3,0.0,7.35,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.06010230179028133
340,0,0,1,980,1076,1.09795918,3,0.0,7.11,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.44181585677749363,1,0.0038363171355498722
342,0,0,1,764,1528,2.0,3,0.0,7.03,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
346,1,2,1,276,753,2.72826087,3,0.0,6.96,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
347,2,1,2,512,849,1.65820312,3,0.0,6.91,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
348,1,0,2,996,1147,1.15160643,0,64.0,6.9,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
350,2,1,1,376,694,1.84574468,3,0.0,6.84,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
353,0,0,0,624,1217,1.95032051,4,4.0,6.79,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
354,4,0,2,222,249,1.12162162,2,5.0,6.77,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
355,4,0,2,632,803,1.27056962,3,0.0,6.72,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.034526854219948847
356,3,1,1,280,753,2.68928571,3,0.0,6.7,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
358,1,0,1,668,816,1.22155689,3,0.0,6.58,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.44181585677749363,0,0.058823529411764705
361,4,0,1,248,275,1.10887097,4,1.0,6.57,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.44181585677749363,1,0.0038363171355498722
364,2,2,1,216,464,2.14814815,4,2.0,6.49,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
366,5,0,1,84,372,4.42857143,4,1.0,6.45,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
368,0,0,1,828,1158,1.39855072,3,0.0,6.44,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
370,0,0,1,1250,1663,1.3304,0,47.0,6.38,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,0,0.05754475703324808
371,2,2,1,172,546,3.1744186,3,0.0,6.36,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
372,3,0,2,242,271,1.11983471,2,1.0,6.35,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
373,3,0,0,252,545,2.16269841,3,0.0,6.32,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
374,0,0,1,1217,1418,1.16516023,0,58.0,6.31,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
375,1,1,1,444,747,1.68243243,3,0.0,6.3,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
376,3,0,2,322,369,1.14596273,2,2.0,6.3,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
377,3,0,1,193,347,1.79792746,3,0.0,6.28,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
378,1,0,2,472,600,1.27118644,3,0.0,6.28,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
380,4,0,1,312,467,1.49679487,3,0.0,6.26,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
382,4,1,1,256,368,1.4375,2,2.0,6.2,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
385,1,2,1,236,660,2.79661017,4,1.0,6.16,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
386,1,2,1,420,743,1.76904762,3,0.0,6.15,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
387,1,0,2,641,720,1.12324493,3,0.0,6.13,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.05115089514066496,0,0.05754475703324808
388,3,0,2,579,678,1.17098446,3,0.0,6.09,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
391,0,1,2,566,1007,1.77915194,0,43.0,6.03,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
392,3,2,1,72,319,4.43055556,3,0.0,6.03,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
393,2,1,0,526,648,1.23193916,3,0.0,6.03,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
394,4,1,1,296,375,1.26689189,4,1.0,5.96,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
395,3,2,1,80,474,5.925,4,1.0,5.95,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
396,1,1,2,648,953,1.47067901,0,52.0,5.94,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
399,0,0,1,420,804,1.91428571,3,0.0,5.75,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
400,2,2,2,292,393,1.34589041,3,0.0,5.74,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
402,3,1,1,184,486,2.64130435,3,0.0,5.69,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
403,3,1,1,220,340,1.54545455,4,1.0,5.67,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
404,3,1,1,164,394,2.40243902,3,0.0,5.64,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
405,0,0,2,694,1045,1.50576369,4,1.0,5.64,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
407,2,0,2,502,788,1.56972112,0,79.0,5.59,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
408,4,1,2,264,522,1.97727273,3,0.0,5.59,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
409,0,2,1,424,747,1.76179245,3,0.0,5.56,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
411,3,1,2,238,262,1.10084034,4,1.0,5.55,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
413,1,2,1,300,738,2.46,3,0.0,5.46,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
414,5,0,2,320,453,1.415625,3,0.0,5.39,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
415,5,0,2,166,235,1.41566265,3,0.0,5.37,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
418,0,1,1,284,646,2.27464789,3,0.0,5.25,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
419,2,0,1,550,615,1.11818182,3,0.0,5.21,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
421,1,0,2,549,668,1.21675774,3,0.0,5.14,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.017902813299232736,0,0.03388746803069054
423,5,0,1,304,511,1.68092105,3,0.0,5.08,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.034526854219948847
424,0,0,1,366,566,1.54644809,4,1.0,5.07,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
425,1,1,1,333,449,1.34834835,3,0.0,5.05,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
426,0,1,1,256,547,2.13671875,4,1.0,5.03,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
429,1,0,1,514,730,1.42023346,3,0.0,5.02,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
431,2,1,1,283,472,1.66784452,4,1.0,4.95,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
432,3,1,1,428,718,1.67757009,3,0.0,4.95,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
435,3,1,2,480,685,1.42708333,0,27.0,4.9,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,1,0.07289002557544758
436,2,0,1,462,636,1.37662338,3,0.0,4.88,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
437,0,0,1,404,698,1.72772277,3,0.0,4.87,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
