,age,gender,delivery_status,reach,impressions,frequency,result_type,results,amount_spent_(gbp),starts,ends,campaign_location,campaign_date,campaign_funnel,campaign_goal,campaign_tactic,campaign_description,adset_location,adset_age,adset_audiencesegment,adset_audiencedetail,adset_platform,adset_placement,ad_service,ad_assettype,ad_description
797,2,0,2,168,238,1.41666667,0,15.0,1.62,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
798,4,0,2,94,103,1.09574468,3,0.0,1.62,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
803,4,2,2,96,97,1.01041667,3,0.0,1.59,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
804,2,0,2,116,131,1.12931034,3,0.0,1.59,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.017902813299232736,0,0.049872122762148335
805,1,1,2,124,142,1.14516129,3,0.0,1.59,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
806,1,0,1,236,264,1.11864407,3,0.0,1.58,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.00959079283887468
807,0,0,2,250,285,1.14,3,0.0,1.58,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
808,4,2,1,16,89,5.5625,3,0.0,1.58,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
809,0,1,2,128,191,1.4921875,3,0.0,1.58,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
812,4,0,2,88,99,1.125,3,0.0,1.57,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,0,0.04028132992327366
813,1,1,2,102,134,1.31372549,3,0.0,1.57,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.049872122762148335
814,2,1,1,86,117,1.36046512,3,0.0,1.56,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
816,3,0,1,164,190,1.15853659,3,0.0,1.56,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.00959079283887468
817,1,2,1,108,129,1.19444444,3,0.0,1.54,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
819,0,1,1,152,249,1.63815789,3,0.0,1.54,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
822,4,2,2,79,89,1.12658228,3,0.0,1.52,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
823,5,0,2,149,185,1.24161074,3,0.0,1.51,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
824,2,0,1,136,154,1.13235294,3,0.0,1.51,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.44181585677749363,0,0.06010230179028133
825,2,2,1,76,121,1.59210526,3,0.0,1.5,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
826,4,0,1,99,152,1.53535354,3,0.0,1.5,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
828,5,1,2,44,67,1.52272727,4,1.0,1.5,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
829,0,1,2,108,208,1.92592593,3,0.0,1.49,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
830,3,1,1,82,142,1.73170732,3,0.0,1.49,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
832,0,2,0,168,328,1.95238095,3,0.0,1.47,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.015345268542199489
835,1,1,2,106,141,1.33018868,3,0.0,1.47,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
836,1,0,2,136,150,1.10294118,3,0.0,1.46,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,1,0.04028132992327366
837,5,1,1,48,96,2.0,3,0.0,1.46,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
838,1,1,2,101,139,1.37623762,3,0.0,1.45,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
841,3,2,2,104,142,1.36538462,3,0.0,1.44,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
844,4,1,1,56,75,1.33928571,4,1.0,1.41,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
848,4,0,1,144,169,1.17361111,3,0.0,1.41,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.021739130434782608
852,1,0,1,133,156,1.17293233,2,2.0,1.39,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.058823529411764705
855,3,2,1,36,81,2.25,3,0.0,1.39,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
856,3,0,1,100,130,1.3,3,0.0,1.38,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.05115089514066496,0,0.015345268542199489
863,1,0,2,138,146,1.05797101,3,0.0,1.35,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.058823529411764705
866,1,0,2,46,47,1.02173913,3,0.0,1.33,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.04028132992327366
869,3,2,1,60,82,1.36666667,3,0.0,1.33,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
870,2,2,2,92,149,1.61956522,3,0.0,1.33,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
875,3,2,1,80,152,1.9,3,0.0,1.31,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
881,3,1,0,64,117,1.828125,3,0.0,1.3,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.015345268542199489
884,0,1,1,84,147,1.75,3,0.0,1.29,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
885,4,2,1,24,69,2.875,3,0.0,1.29,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
887,4,1,2,80,99,1.2375,3,0.0,1.29,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
888,2,2,1,59,82,1.38983051,3,0.0,1.28,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
891,2,2,2,84,109,1.29761905,3,0.0,1.27,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
894,4,0,2,72,95,1.31944444,4,1.0,1.27,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.017902813299232736,0,0.03388746803069054
896,5,1,2,160,168,1.05,1,8.0,1.27,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
897,5,2,1,48,75,1.5625,3,0.0,1.27,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
898,1,2,2,99,131,1.32323232,3,0.0,1.27,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
899,4,2,1,56,56,1.0,4,1.0,1.26,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
900,0,2,2,232,276,1.18965517,0,15.0,1.25,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
901,2,1,2,124,181,1.45967742,0,7.0,1.25,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
909,1,2,0,66,124,1.87878788,4,1.0,1.23,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
914,2,0,2,98,104,1.06122449,4,1.0,1.21,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.058823529411764705
915,1,1,2,109,132,1.21100917,3,0.0,1.21,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
916,2,1,2,84,103,1.22619048,3,0.0,1.21,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
920,1,0,1,137,154,1.12408759,3,0.0,1.21,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.44181585677749363,0,0.06010230179028133
921,1,2,1,123,181,1.47154472,3,0.0,1.21,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.05115089514066496,0,0.015345268542199489
923,2,0,1,213,253,1.18779343,0,5.0,1.2,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,0,0.05754475703324808
926,0,0,2,164,182,1.1097561,3,0.0,1.2,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,0,0.04028132992327366
930,4,1,2,119,119,1.0,3,0.0,1.19,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
938,0,0,2,76,119,1.56578947,3,0.0,1.17,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
945,3,0,2,144,188,1.30555556,0,8.0,1.15,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
950,4,0,2,63,65,1.03174603,3,0.0,1.14,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,1,0.04028132992327366
954,0,1,2,66,90,1.36363636,3,0.0,1.13,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
955,0,0,2,150,165,1.1,3,0.0,1.12,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.05115089514066496,0,0.05754475703324808
956,0,1,1,98,136,1.3877551,3,0.0,1.12,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
958,0,0,2,149,182,1.22147651,0,8.0,1.12,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.20012787723785166,1,0.010869565217391304
961,1,0,2,87,92,1.05747126,3,0.0,1.11,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.017902813299232736,0,0.049872122762148335
965,0,1,2,134,195,1.45522388,3,0.0,1.1,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
967,2,1,2,101,121,1.1980198,3,0.0,1.1,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
969,3,2,2,128,168,1.3125,0,15.0,1.09,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,1,0.07289002557544758
970,2,2,2,128,128,1.0,3,0.0,1.09,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
972,1,2,0,106,155,1.46226415,3,0.0,1.08,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
973,0,1,0,146,197,1.34931507,3,0.0,1.08,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
979,4,1,2,63,74,1.17460317,3,0.0,1.08,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
980,3,1,1,76,93,1.22368421,3,0.0,1.08,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
982,4,0,2,72,78,1.08333333,3,0.0,1.07,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.04028132992327366
983,0,2,1,64,164,2.5625,3,0.0,1.07,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
984,4,0,2,151,151,1.0,0,11.0,1.07,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,1,0.07289002557544758
985,4,1,1,55,55,1.0,3,0.0,1.07,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
986,5,2,1,32,72,2.25,3,0.0,1.06,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
987,1,2,1,78,105,1.34615385,3,0.0,1.06,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
989,4,0,1,84,100,1.19047619,3,0.0,1.06,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.00959079283887468
991,0,1,2,156,156,1.0,3,0.0,1.06,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
994,0,1,0,92,161,1.75,3,0.0,1.05,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
995,5,2,2,37,43,1.16216216,3,0.0,1.05,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
997,5,1,1,36,64,1.77777778,3,0.0,1.04,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
998,0,2,1,76,189,2.48684211,3,0.0,1.04,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
1001,2,1,1,64,87,1.359375,3,0.0,1.04,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.034526854219948847
1002,0,2,2,44,111,2.52272727,3,0.0,1.04,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
1005,4,0,2,72,89,1.23611111,3,0.0,1.03,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
1007,2,2,0,74,110,1.48648649,4,1.0,1.02,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
1010,5,2,1,32,62,1.9375,3,0.0,1.02,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
1012,3,0,1,60,82,1.36666667,3,0.0,1.01,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
1013,4,2,1,20,74,3.7,3,0.0,1.01,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
1018,3,2,1,30,59,1.96666667,3,0.0,1.0,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
1039,0,1,1,84,111,1.32142857,3,0.0,0.97,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
1044,2,1,2,69,104,1.50724638,0,8.0,0.96,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.20012787723785166,1,0.010869565217391304
1054,5,0,2,68,74,1.08823529,3,0.0,0.95,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.06010230179028133
1055,0,2,1,172,207,1.20348837,0,10.0,0.94,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
1068,1,1,1,80,92,1.15,3,0.0,0.93,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.034526854219948847
1069,4,2,2,29,43,1.48275862,3,0.0,0.93,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
1071,2,2,2,65,74,1.13846154,3,0.0,0.92,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.049872122762148335
1077,3,1,1,52,61,1.17307692,4,1.0,0.91,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
1080,4,1,1,48,48,1.0,3,0.0,0.91,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
1086,4,1,2,78,78,1.0,3,0.0,0.9,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
1090,4,0,1,69,76,1.10144928,4,1.0,0.89,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
1092,1,0,2,99,104,1.05050505,3,0.0,0.89,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
1093,4,2,2,28,32,1.14285714,2,1.0,0.88,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
1095,3,0,2,75,78,1.04,3,0.0,0.88,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.05115089514066496,0,0.05754475703324808
1096,3,1,2,24,69,2.875,3,0.0,0.88,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.034526854219948847
1105,1,1,1,84,107,1.27380952,3,0.0,0.85,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
1112,3,2,2,44,71,1.61363636,3,0.0,0.85,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
1115,0,0,2,129,142,1.10077519,3,0.0,0.84,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
1116,5,0,2,12,15,1.25,3,0.0,0.84,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
1124,4,1,2,56,88,1.57142857,1,7.0,0.82,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
1125,3,0,2,32,42,1.3125,3,0.0,0.82,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
1126,4,2,1,8,36,4.5,3,0.0,0.81,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
1128,5,0,2,54,69,1.27777778,3,0.0,0.81,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
1131,5,2,1,40,67,1.675,3,0.0,0.81,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
1132,1,2,2,112,114,1.01785714,3,0.0,0.81,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
1137,3,2,2,16,80,5.0,3,0.0,0.8,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
1138,1,1,2,49,61,1.24489796,2,1.0,0.8,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
1141,1,2,1,40,74,1.85,3,0.0,0.8,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
1142,5,1,1,116,157,1.35344828,3,0.0,0.79,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
1143,5,0,2,54,72,1.33333333,3,0.0,0.79,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
1146,0,2,1,66,97,1.46969697,3,0.0,0.78,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
1148,2,2,2,72,89,1.23611111,3,0.0,0.78,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
1149,3,1,2,29,44,1.51724138,3,0.0,0.78,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
1150,5,0,2,15,20,1.33333333,3,0.0,0.77,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.04028132992327366
1151,4,0,1,40,45,1.125,3,0.0,0.77,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
1152,2,0,2,75,76,1.01333333,3,0.0,0.77,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,1,0.04028132992327366
1153,3,0,2,65,67,1.03076923,3,0.0,0.77,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,1,0.04028132992327366
1157,2,1,1,84,110,1.30952381,3,0.0,0.77,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
1158,5,0,1,32,50,1.5625,4,1.0,0.77,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
1159,5,2,1,28,45,1.60714286,3,0.0,0.77,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
1162,3,2,2,24,27,1.125,3,0.0,0.76,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
1165,0,0,2,136,153,1.125,3,0.0,0.76,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
1166,0,1,1,64,128,2.0,3,0.0,0.76,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
1167,3,2,2,38,45,1.18421053,3,0.0,0.76,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
1170,0,0,1,66,73,1.10606061,3,0.0,0.75,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.058823529411764705
1171,3,1,1,76,122,1.60526316,0,5.0,0.74,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
1175,0,2,2,38,98,2.57894737,3,0.0,0.74,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
1177,1,0,2,69,71,1.02898551,3,0.0,0.73,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,1,0.04028132992327366
1182,0,2,1,60,160,2.66666667,3,0.0,0.73,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
1183,3,2,2,48,62,1.29166667,3,0.0,0.73,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
1184,0,0,1,78,108,1.38461538,3,0.0,0.73,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
1188,2,0,2,109,116,1.06422018,3,0.0,0.72,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,1,0.043478260869565216
1189,1,2,2,58,66,1.13793103,3,0.0,0.72,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.049872122762148335
1191,5,0,2,88,88,1.0,1,4.0,0.72,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
1192,0,1,1,68,86,1.26470588,3,0.0,0.72,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
1199,0,1,2,86,110,1.27906977,3,0.0,0.71,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
1201,4,0,1,34,63,1.85294118,3,0.0,0.7,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
1211,2,0,2,33,36,1.09090909,3,0.0,0.69,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.049872122762148335
1213,1,0,2,127,136,1.07086614,3,0.0,0.69,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,1,0.043478260869565216
1216,5,2,1,12,52,4.33333333,3,0.0,0.68,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
1219,0,2,1,123,170,1.38211382,0,3.0,0.68,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,0,0.05754475703324808
1225,4,0,2,72,74,1.02777778,1,2.0,0.68,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
1226,0,0,1,122,139,1.13934426,3,0.0,0.68,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.021739130434782608
1227,0,2,1,32,88,2.75,3,0.0,0.68,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
1229,1,2,2,67,86,1.28358209,3,0.0,0.67,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
1237,3,1,1,44,69,1.56818182,3,0.0,0.67,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
1243,2,1,1,66,96,1.45454545,3,0.0,0.65,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
1245,1,0,2,39,45,1.15384615,3,0.0,0.65,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.049872122762148335
1249,4,2,2,24,45,1.875,3,0.0,0.65,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
1256,0,0,1,89,104,1.16853933,3,0.0,0.64,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.44181585677749363,0,0.058823529411764705
1268,0,2,1,66,114,1.72727273,3,0.0,0.63,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
1271,5,1,2,73,73,1.0,3,0.0,0.63,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
1278,5,2,2,36,67,1.86111111,3,0.0,0.62,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
1279,4,2,1,48,82,1.70833333,3,0.0,0.61,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
1283,2,2,1,61,88,1.44262295,3,0.0,0.61,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.05115089514066496,0,0.015345268542199489
1288,2,2,2,30,53,1.76666667,3,0.0,0.61,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
1295,5,0,1,12,43,3.58333333,3,0.0,0.6,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
1296,1,0,2,82,91,1.1097561,0,4.0,0.6,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.20012787723785166,1,0.010869565217391304
1307,3,1,2,36,42,1.16666667,2,1.0,0.58,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
1309,2,1,2,16,17,1.0625,3,0.0,0.57,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
1311,0,0,2,108,119,1.10185185,3,0.0,0.57,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.04028132992327366
1314,5,0,1,68,84,1.23529412,3,0.0,0.57,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.021739130434782608
1315,4,2,1,14,22,1.57142857,3,0.0,0.56,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
1316,1,2,2,76,113,1.48684211,0,8.0,0.56,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
1317,3,0,1,37,43,1.16216216,3,0.0,0.56,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.44181585677749363,0,0.058823529411764705
