Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,female,inactive,ad,538,614,1.14126394,7-day click or 1-day view,actions:visit_instagram_profile,25,3.15,0.13,2024-05-08,2024-12-30,26,0.12120575,5.13249123,4.07166124,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,25-34,female,not_delivering,ad,354,507,1.43220339,7-day click or 1-day view,,,3.13,,2024-04-05,Ongoing,1,3.13,6.17357002,0.59171598,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,55-64,female,not_delivering,ad,168,184,1.0952381,7-day click or 1-day view,,,3.11,,2024-05-09,2024-06-16,1,3.10920195,16.89783669,2.17391304,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,female,not_delivering,ad,271,340,1.25461255,7-day click or 1-day view,quoteReceived,1,3.11,3.11,2024-04-04,Ongoing,,,9.13985074,0.29411765,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,35-44,female,not_delivering,ad,159,165,1.03773585,7-day click or 1-day view,,,3.10,,2024-07-01,2024-12-22,2,1.55123114,18.80280165,1.21212121,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,18-24,male,inactive,ad,192,413,2.15104167,7-day click or 1-day view,,,3.08,,2024-07-01,2024-12-22,6,0.51331782,7.45740173,3.38983051,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,35-44,unknown,inactive,ad,180,359,1.99444444,7-day click or 1-day view,quoteReceived,1,3.08,3.08,2024-05-09,2025-04-30,5,0.61596289,8.57887032,1.94986072,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,female,not_delivering,ad,386,484,1.25388601,7-day click or 1-day view,,,3.07,,2024-04-04,Ongoing,1,3.07,6.34297521,1.03305785,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,18-24,male,inactive,ad,190,353,1.85789474,7-day click or 1-day view,,,3.06,,2024-07-01,2024-12-22,1,3.06198219,8.6741705,3.11614731,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 3 |  Plumber,25-34,female,not_delivering,ad,355,454,1.27887324,7-day click or 1-day view,,,3.06,,2024-04-05,Ongoing,2,1.53,6.74008811,1.3215859,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-GAS|IFD-STOR-RL|IMG|Christmas,35-44,unknown,not_delivering,ad,169,241,1.4260355,7-day click or 1-day view,,,3.03,,2024-07-01,2024-12-22,,,12.55951309,0.82987552,2024-04-01,2025-04-20
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,18-24,male,not_delivering,ad,440,754,1.71363636,7-day click or 1-day view,actions:visit_instagram_profile,12,3.02,0.25,2024-02-09,Ongoing,12,0.2516044,4.00431412,1.45888594,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,65+,female,inactive,ad,92,195,2.11956522,7-day click or 1-day view,,,3.02,,2024-05-09,2025-04-30,,,15.47709746,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.02 | Highbury,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,female,not_delivering,ad,165,251,1.52121212,7-day click or 1-day view,,,3.00,,2024-04-04,Ongoing,,,11.95219124,0.39840637,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,female,not_delivering,ad,205,270,1.31707317,7-day click or 1-day view,,,3.00,,2024-04-04,Ongoing,2,1.5,11.11111111,0.37037037,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|Christmas,25-34,unknown,not_delivering,ad,229,319,1.3930131,7-day click or 1-day view,,,2.98,,2024-07-01,2024-12-22,,,9.34433712,0.31347962,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,UGC|IFD-STOR-RL|VID|Clip1,45-54,female,inactive,ad,106,153,1.44339623,7-day click or 1-day view,quoteReceived,1,2.98,2.98,2025-03-02,Ongoing,1,2.98,19.47712418,1.30718954,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,45-54,female,not_delivering,ad,309,389,1.25889968,7-day click or 1-day view,,,2.97,,2024-05-09,2024-12-22,2,1.485,7.63496144,0.51413882,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,male,inactive,ad,360,438,1.21666667,7-day click or 1-day view,actions:visit_instagram_profile,24,2.95,0.12,2024-05-08,2024-12-30,23,0.12831582,6.73804549,5.47945205,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,25-34,unknown,inactive,ad,204,444,2.17647059,7-day click or 1-day view,,,2.95,,2024-07-01,2024-12-22,4,0.73775951,6.64648208,1.8018018,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|purple_sink,45-54,female,inactive,ad,403,477,1.18362283,7-day click or 1-day view,,,2.95,,2024-05-09,2024-10-31,2,1.4743559,6.18178572,1.04821803,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,45-54,female,not_delivering,ad,231,254,1.0995671,7-day click or 1-day view,,,2.95,,2024-05-09,2024-06-16,5,0.58961387,11.60657233,1.96850394,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|green_cta_bulb,35-44,female,inactive,ad,339,371,1.09439528,7-day click or 1-day view,quoteReceived,1,2.93,2.93,2024-05-09,2024-10-31,1,2.93,7.89757412,0.80862534,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,35-44,female,not_delivering,ad,281,300,1.06761566,7-day click or 1-day view,,,2.92,,2023-11-23,Ongoing,6,0.48666667,9.73333333,3,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,female,not_delivering,ad,243,322,1.32510288,7-day click or 1-day view,,,2.91,,2024-04-05,Ongoing,5,0.58146061,9.02889149,2.48447205,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,25-34,unknown,active,ad,236,422,1.78813559,7-day click or 1-day view,,,2.89,,2024-05-09,2025-04-30,3,0.96333333,6.84834123,1.18483412,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,18-24,female,not_delivering,ad,346,527,1.52312139,7-day click or 1-day view,,,2.89,,2023-04-13,Ongoing,4,0.72228911,5.4822703,1.13851992,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,45-54,female,not_delivering,ad,102,141,1.38235294,7-day click or 1-day view,,,2.89,,2024-07-01,2024-12-22,1,2.8851769,20.46224754,0.70921986,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-GAS|IFD-STOR-RL|IMG|beige_gas,45-54,female,inactive,ad,216,304,1.40740741,7-day click or 1-day view,,,2.88,,2024-07-01,2024-12-22,,,9.47368421,0.32894737,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,65+,male,inactive,ad,156,201,1.28846154,7-day click or 1-day view,,,2.88,,2024-05-09,2024-12-22,4,0.71994562,14.32727609,2.48756219,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,female,not_delivering,ad,164,226,1.37804878,7-day click or 1-day view,,,2.87,,2024-04-04,Ongoing,2,1.435,12.69911504,1.7699115,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,35-44,unknown,active,ad,188,349,1.85638298,7-day click or 1-day view,quoteReceived,1,2.86,2.86,2024-05-09,2025-04-30,1,2.86,8.19484241,0.85959885,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.08 | Archway,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,female,not_delivering,ad,167,198,1.18562874,7-day click or 1-day view,,,2.86,,2024-04-04,Ongoing,,,14.44444444,0.50505051,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,unknown,not_delivering,ad,298,573,1.92281879,7-day click or 1-day view,actions:visit_instagram_profile,32,2.85,0.09,2024-05-08,2024-12-30,32,0.08910012,4.97592272,5.58464223,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_July Ad2,45-54,female,not_delivering,ad,303,329,1.08580858,7-day click or 1-day view,,,2.84,,2024-03-19,Ongoing,2,1.42,8.63221884,0.60790274,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.09 | Highgate,Hyperlocal Reel  |  Tradeswomen,25-34,female,not_delivering,ad,255,413,1.61960784,7-day click or 1-day view,,,2.84,,2024-04-05,Ongoing,,,6.87651332,0.24213075,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.10 | Tufnell Park,Hyperlocal Reel  |  Tradeswomen,25-34,female,not_delivering,ad,301,412,1.36877076,7-day click or 1-day view,,,2.82,,2024-04-05,Ongoing,,,6.84466019,0.24271845,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,female,not_delivering,ad,109,173,1.58715596,7-day click or 1-day view,,,2.81,,2024-04-04,Ongoing,,,16.24277457,0.57803468,2024-04-01,2025-04-20
LDN|09.01|MID|RTG|LEADS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,35-44,male,not_delivering,ad,72,90,1.25,7-day click or 1-day view,,,2.81,,2025-01-09,Ongoing,,,31.21175082,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,45-54,female,not_delivering,ad,196,223,1.1377551,7-day click or 1-day view,quoteReceived,2,2.79,1.40,2024-05-09,2024-10-31,3,0.93,12.51121076,1.34529148,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.10 | Tufnell Park,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,350,449,1.28285714,7-day click or 1-day view,,,2.79,,2024-04-04,Ongoing,,,6.21380846,1.78173719,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,female,not_delivering,ad,362,407,1.12430939,7-day click or 1-day view,,,2.79,,2024-05-09,2024-12-22,1,2.78985411,6.8546784,1.71990172,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,female,not_delivering,ad,249,305,1.2248996,7-day click or 1-day view,,,2.78,,2024-04-04,Ongoing,,,9.1147541,0.32786885,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,male,inactive,ad,210,353,1.68095238,7-day click or 1-day view,,,2.76,,2024-05-09,2025-04-30,3,0.92,7.81869688,2.83286119,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|green_cta_tap,25-34,male,not_delivering,ad,224,253,1.12946429,7-day click or 1-day view,,,2.76,,2024-05-09,2024-12-22,3,0.91958173,10.90413123,1.58102767,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 1,45-54,female,not_delivering,ad,260,304,1.16923077,7-day click or 1-day view,,,2.74,,2023-04-13,Ongoing,2,1.37,9.01315789,1.97368421,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|green_bulb,55-64,unknown,not_delivering,ad,44,194,4.40909091,7-day click or 1-day view,,,2.74,,2024-07-01,2024-12-22,2,1.36950089,14.11856591,1.54639175,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,35-44,unknown,inactive,ad,132,219,1.65909091,7-day click or 1-day view,,,2.71,,2024-05-09,2025-04-30,2,1.35439979,12.36894788,1.36986301,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|Christmas,25-34,female,not_delivering,ad,180,206,1.14444444,7-day click or 1-day view,,,2.70,,2024-05-09,2024-12-22,2,1.35,13.10679612,1.45631068,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.01 | Angel,Hyperlocal Reel  |  Tradeswomen,25-34,female,not_delivering,ad,302,409,1.35430464,7-day click or 1-day view,,,2.70,,2024-04-05,Ongoing,1,2.7,6.60146699,0.24449878,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.03 | Rotherhithe,Hyperlocal IG Story Design 3 |  Plumber,25-34,female,not_delivering,ad,237,392,1.65400844,7-day click or 1-day view,,,2.70,,2024-04-05,Ongoing,2,1.35,6.8877551,0.76530612,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 1 |  Electrician,25-34,female,not_delivering,ad,301,398,1.32225914,7-day click or 1-day view,,,2.69,,2024-04-05,Ongoing,,,6.75879397,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.10 | Tufnell Park,Hyperlocal Grid Posts Design 3 |  Plumber,18-24,female,not_delivering,ad,313,466,1.48881789,7-day click or 1-day view,,,2.69,,2024-04-04,Ongoing,3,0.89666667,5.77253219,1.50214592,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,35-44,female,not_delivering,ad,209,231,1.10526316,7-day click or 1-day view,,,2.69,,2024-07-01,2024-12-22,,,11.6367186,0.86580087,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,male,not_delivering,ad,113,146,1.2920354,7-day click or 1-day view,,,2.69,,2024-07-01,2024-12-22,2,1.34275534,18.39390877,1.36986301,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.02 | Highbury,Hyperlocal Reel  |  Tradeswomen,25-34,female,not_delivering,ad,243,437,1.79835391,7-day click or 1-day view,,,2.68,,2024-04-05,Ongoing,1,2.68,6.13272311,0.22883295,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,25-34,unknown,inactive,ad,188,322,1.71276596,7-day click or 1-day view,,,2.68,,2024-05-09,2025-04-30,2,1.33940644,8.31929464,0.93167702,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.06 | Camberwell,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,female,not_delivering,ad,251,335,1.33466135,7-day click or 1-day view,,,2.65,,2024-04-05,Ongoing,,,7.91044776,0.59701493,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.05 | Barnsbury,Hyperlocal Reel  |  Tradeswomen,25-34,female,not_delivering,ad,210,392,1.86666667,7-day click or 1-day view,,,2.64,,2024-04-05,Ongoing,1,2.64,6.73469388,0.25510204,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,25-34,female,not_delivering,ad,350,379,1.08285714,7-day click or 1-day view,,,2.64,,2024-05-09,2024-06-16,3,0.88,6.96569921,1.8469657,2024-04-01,2025-04-20
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_FB,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_Landing Page Change(How it works),18-24,female,not_delivering,ad,648,803,1.23919753,7-day click or 1-day view,actions:visit_instagram_profile,15,2.64,0.18,2024-02-09,Ongoing,14,0.18857143,3.28767123,1.86799502,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,65+,female,not_delivering,ad,73,82,1.12328767,7-day click or 1-day view,,,2.63,,2024-07-01,2024-12-22,3,0.87736299,32.09864585,3.65853659,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|Christmas,45-54,female,inactive,ad,94,154,1.63829787,7-day click or 1-day view,,,2.63,,2024-05-09,2025-04-30,2,1.31559502,17.08564964,1.2987013,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,45-54,female,not_delivering,ad,168,240,1.42857143,7-day click or 1-day view,,,2.63,,2025-03-02,Ongoing,2,1.31487184,10.95726537,1.66666667,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.09 | Dulwich,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,female,not_delivering,ad,137,207,1.51094891,7-day click or 1-day view,,,2.62,,2024-04-05,Ongoing,,,12.65700483,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|green_cta_tap,35-44,male,not_delivering,ad,160,195,1.21875,7-day click or 1-day view,,,2.61,,2024-05-09,2024-12-22,,,13.37853024,0.51282051,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,male,inactive,ad,90,141,1.56666667,7-day click or 1-day view,,,2.60,,2024-07-01,2024-12-22,4,0.65042105,18.45166107,3.54609929,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,female,not_delivering,ad,156,216,1.38461538,7-day click or 1-day view,quoteReceived,1,2.60,2.60,2024-04-05,Ongoing,1,2.6,12.03703704,0.92592593,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,female,not_delivering,ad,148,224,1.51351351,7-day click or 1-day view,,,2.60,,2024-04-04,Ongoing,,,11.60714286,0.89285714,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,25-34,male,not_delivering,ad,324,336,1.03703704,7-day click or 1-day view,,,2.59,,2023-11-23,Ongoing,3,0.86355937,7.71035149,1.78571429,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,25-34,female,not_delivering,ad,255,285,1.11764706,7-day click or 1-day view,,,2.57,,2024-05-09,2024-06-16,2,1.285,9.01754386,1.75438596,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 3 |  Plumber,25-34,female,not_delivering,ad,233,363,1.55793991,7-day click or 1-day view,,,2.55,,2024-04-05,Ongoing,5,0.51,7.02479339,1.65289256,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|purple_cta_sink,45-54,male,not_delivering,ad,146,228,1.56164384,7-day click or 1-day view,,,2.55,,2024-07-01,2024-12-22,1,2.5491524,11.18049299,1.75438596,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,35-44,unknown,active,ad,76,183,2.40789474,7-day click or 1-day view,quoteReceived,2,2.54,1.27,2024-05-09,2025-04-30,1,2.54036471,13.88177435,1.09289617,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 3 |  Plumber,25-34,female,not_delivering,ad,262,313,1.19465649,7-day click or 1-day view,,,2.54,,2024-04-05,Ongoing,3,0.84666667,8.11501597,1.27795527,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,female,not_delivering,ad,471,555,1.17834395,7-day click or 1-day view,,,2.53,,2024-04-05,Ongoing,,,4.55855856,1.26126126,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-GAS|IFD-STOR-RL|IMG|Christmas,25-34,unknown,not_delivering,ad,167,224,1.34131737,7-day click or 1-day view,,,2.53,,2024-07-01,2024-12-22,,,11.28287352,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,55-64,female,active,ad,80,122,1.525,7-day click or 1-day view,quoteReceived,1,2.52,2.52,2024-05-09,2025-04-30,2,1.26018092,20.65870357,2.45901639,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,25-34,unknown,not_delivering,ad,236,387,1.63983051,7-day click or 1-day view,,,2.51,,2025-03-02,Ongoing,,,6.48515603,0.51679587,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,55-64,unknown,inactive,ad,16,69,4.3125,7-day click or 1-day view,,,2.49,,2024-05-09,2025-04-30,,,36.0748903,2.89855072,2024-04-01,2025-04-20
