campaign_name,Amount_Spent,Results,Impressions,Link_Clicks,Cost_per_Results,CPM,CPC,Link_Clicks_to_Results_Ratio,Amount_Spent_prev,Results_prev,Impressions_prev,Link_Clicks_prev,Cost_per_Results_prev,CPM_prev,CPC_prev,Link_Clicks_to_Results_Ratio_prev,%_change_Amount_Spent,%_change_Results,%_change_Cost_per_Results,%_change_Impressions,%_change_CPM,%_change_Link_Clicks,%_change_CPC,%_change_Link_Clicks_to_Results_Ratio
ldn|02.04|mid|rtg|quote|all-warm,1095.57,106.0,120657,583.0,10.335566037735848,9.080036798528058,1.8791938250428815,550.0,1095.57,106.0,120657,583.0,10.335566037735848,9.080036798528058,1.8791938250428815,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
