campaign_name,Amount_Spent,Results,Impressions,Link_Clicks,Cost_per_Results,CPM,CPC,Link_Clicks_to_Results_Ratio,%_vs_benchmark_Cost_per_Results,%_vs_benchmark_CPM,%_vs_benchmark_CPC,%_vs_benchmark_Link_Clicks_to_Results_Ratio
ldn|02.04|mid|rtg|quote|all-warm,354.78,13,40648,191,27.29076923,8.728104704,1.857486911,1469.230769,54.09868431,-35.1496745,-13.08465051,62.74206042
