Campaign name,Ad set name,Ad name,Gender,Age,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,female,45-54,inactive,ad,127,144,1.13385827,7-day click or 1-day view,,,2.03,,09/05/2024,30/04/2025,,,14.09722222,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,female,45-54,active,ad,122,134,1.09836066,7-day click or 1-day view,,,1.25,,09/05/2024,30/04/2025,1,1.25,9.32835821,0.74626866,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,35-44,active,ad,98,131,1.33673469,7-day click or 1-day view,,,0.98,,09/05/2024,30/04/2025,,,7.48091603,1.52671756,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,unknown,35-44,active,ad,80,95,1.1875,7-day click or 1-day view,,,0.79,,09/05/2024,30/04/2025,,,8.31578947,1.05263158,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,male,45-54,active,ad,76,86,1.13157895,7-day click or 1-day view,quoteReceived,1,1,1,09/05/2024,30/04/2025,1,1,11.62790698,1.1627907,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,unknown,25-34,active,ad,78,78,1,7-day click or 1-day view,,,0.63,,09/05/2024,30/04/2025,2,0.315,8.07692308,2.56410256,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,male,18-24,active,ad,55,55,1,7-day click or 1-day view,,,0.32,,09/05/2024,30/04/2025,,,5.81818182,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,unknown,35-44,inactive,ad,48,53,1.10416667,7-day click or 1-day view,,,0.53,,09/05/2024,30/04/2025,,,10,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,female,18-24,inactive,ad,47,53,1.12765957,7-day click or 1-day view,,,0.69,,09/05/2024,30/04/2025,1,0.69,13.01886792,1.88679245,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,unknown,25-34,inactive,ad,35,49,1.4,7-day click or 1-day view,,,0.47,,09/05/2024,30/04/2025,,,9.59183673,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,18-24,active,ad,28,35,1.25,7-day click or 1-day view,,,0.15,,09/05/2024,30/04/2025,,,4.28571429,2.85714286,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,25-34,inactive,ad,28,30,1.07142857,7-day click or 1-day view,,,0.18,,09/05/2024,30/04/2025,,,6,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,35-44,inactive,ad,26,29,1.11538462,7-day click or 1-day view,,,0.27,,09/05/2024,30/04/2025,,,9.31034483,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,male,45-54,inactive,ad,22,23,1.04545455,7-day click or 1-day view,,,0.4,,09/05/2024,30/04/2025,,,17.39130435,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,male,45-54,active,ad,18,22,1.22222222,7-day click or 1-day view,,,0.2,,09/05/2024,30/04/2025,,,9.09090909,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,unknown,18-24,active,ad,18,20,1.11111111,7-day click or 1-day view,,,0.1,,09/05/2024,30/04/2025,,,5,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,female,35-44,active,ad,16,20,1.25,7-day click or 1-day view,,,0.25,,09/05/2024,30/04/2025,,,12.5,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,male,18-24,inactive,ad,17,19,1.11764706,7-day click or 1-day view,,,0.19,,09/05/2024,30/04/2025,,,10,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,female,18-24,inactive,ad,15,17,1.13333333,7-day click or 1-day view,,,0.09,,09/05/2024,30/04/2025,,,5.29411765,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,female,25-34,active,ad,12,14,1.16666667,7-day click or 1-day view,,,0.24,,09/05/2024,30/04/2025,,,17.14285714,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,unknown,45-54,active,ad,8,10,1.25,7-day click or 1-day view,,,0.08,,09/05/2024,30/04/2025,,,8,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,unknown,18-24,inactive,ad,8,9,1.125,7-day click or 1-day view,,,0.06,,09/05/2024,30/04/2025,,,6.66666667,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,female,45-54,inactive,ad,9,9,1,7-day click or 1-day view,,,0.09,,09/05/2024,30/04/2025,,,10,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,35-44,inactive,ad,7,8,1.14285714,7-day click or 1-day view,,,0.06,,09/05/2024,30/04/2025,,,7.5,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip2,unknown,45-54,inactive,ad,5,5,1,7-day click or 1-day view,,,0.06,,09/05/2024,30/04/2025,,,12,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,25-34,inactive,ad,4,4,1,7-day click or 1-day view,,,0.02,,09/05/2024,30/04/2025,,,5,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM||IFD-STOR-RL|IMG|sitting,unknown,45-54,active,ad,4,4,1,7-day click or 1-day view,,,0.06,,09/05/2024,30/04/2025,,,15,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,18-24,inactive,ad,3,3,1,7-day click or 1-day view,,,0.02,,09/05/2024,30/04/2025,,,6.66666667,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,45-54,inactive,ad,2,2,1,7-day click or 1-day view,,,0.04,,09/05/2024,30/04/2025,,,20,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,unknown,18-24,inactive,ad,2,2,1,7-day click or 1-day view,,,0.02,,09/05/2024,30/04/2025,,,10,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,unknown,35-44,active,ad,1,1,1,7-day click or 1-day view,,,0,,09/05/2024,30/04/2025,,,0,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,female,45-54,active,ad,1,1,1,7-day click or 1-day view,,,0.01,,09/05/2024,30/04/2025,,,10,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,male,45-54,inactive,ad,1,1,1,7-day click or 1-day view,,,0,,09/05/2024,30/04/2025,,,0,0,13/04/2025,19/04/2025
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,male,18-24,active,ad,1,1,1,7-day click or 1-day view,,,0.02,,09/05/2024,30/04/2025,,,20,0,13/04/2025,19/04/2025
